	NG.16677_M53_iso_preg_placenta_lib271061_6029_8_1	NG.16677_M55_aly6g_preg_placenta_lib271064_6029_8_1	NG.16677_M56_aly6g_preg_placenta_lib280131_6085_1_1	NG.16677_M62_iso_preg_placenta_lib271062_6029_4_1	NG.16677_M63_aly6g_preg_placenta_lib280132_6085_1_1	NG.16677_M65_iso_preg_placenta_lib280130_6085_1_1
14930	1016.123	525.51	1139.686	963.519	1497.056	1749.414
14931	25	15	19	46	3	124.999
14932	99	133	109	106	119	103.001
14933	683.029	714.846	1110.067	654.053	908.614	1106.214
14934	1	0	3	2	3	0
14935	9	10	19.272	12.368	11.136	20.837
14936	0	0	1	1.005	0	0.97
14937	0	0	0	1	0	0
14938	617.223	382.335	462.444	335.625	829.493	459.718
14939	0	0	0	0	1	0
14940	944.015	500.005	1145.042	839.071	1180.035	1611.045
14941	29	23	30	34	40	31
14942	364.001	332.935	484.175	283.061	522.153	461.057
14943	5919	6139	9475	8003	10844	10408
14944	2090	1682	4338	1763	3749	2535
14945	116	67	135	90	166	215
14946	325.406	251.982	307.787	278.399	474.211	312.65
14947	1810.999	1140.856	2073.001	1485.686	2698.001	2382.726
14948	955.839	995.461	1305.865	1089.133	1233.735	1710.904
14949	138	82	95	93.063	127.388	214.208
14950	0	0	0	2	1	1
14951	1298	713	1660	1029	2167	1395
14952	0	0	2	0	0	0
14953	1425.076	2038.05	2158.202	2093.023	1696.072	3405.023
14954	928.194	882.496	1154.501	930.036	1184.819	1598.32
14955	1	16.229	11.186	14.064	14.101	7.062
14956	260	221	318	234	513	505.999
14957	1431.999	1785.998	2341.001	1604.001	2647.001	2183.999
14958	1	0	1	1	6	0
14959	3	6	16	5	13	10
14960	296.567	221.038	420.537	269.496	415.451	451
14961	715.685	694.99	1215.951	730.789	1139.755	771.865
14962	58.569	51.252	92.325	46.501	70.852	73.872
14963	0	0	0	0	0	0
14964	94.001	83	106	94	125.999	146
14965	499	526	775	559	855	858.001
14966	356.06	179	399.357	288.098	494.184	461
14967	0	0	0	0	0	0
14968	3	1	1	0	0	1
14969	28	27	39	86.088	9.012	108.967
14970	1221.036	1663.012	1703.001	1730.002	2022	2428.005
14971	606	563	1118	689	1177	898
14972	0	0	0	0	0	0
14973	59	33	104	64	92	66
14974	27898.159	17603.154	29403.446	17697.121	32249.601	35039.851
14975	45	27	32	44	17	144
14976	9.019	10	14.029	5	21.007	10.004
14977	829.568	673.575	1089.397	829.2	1132.131	1175.154
14978	2330	963	2690	2390	3846	4315.999
14979	34	23	32	30	61	52
14980	1032.465	802.305	1336.095	1021.807	1554.803	1744.709
14981	246.527	170.403	292.112	238.518	393.535	390.55
14982	58	39.017	69.998	81.946	92.001	144
14983	78.231	98.239	126.144	84.403	123.093	83.865
14984	0	0	3	0	0	0
14985	272.977	384.31	376.865	400.49	415.158	509.918
14986	592.786	355.546	682.921	400.034	770.053	732.829
14987	231	240	325	283	303	424.001
14988	81.935	51	86	48.017	130	109.015
14989	682.006	761.001	1084.069	640.001	1238.002	859.999
14990	0	2	1	1	4	2
14991	248	126	174	208	255	365
14992	262.815	383.815	414.456	358.961	402.106	440.453
14993	2	0	1	0	2	0
14994	69	110	140	67	60	81
14995	1991.086	2589.396	2909	2269.471	2816.408	3120.657
14996	3	0	0	1	5	0
14997	210.425	99.382	374.092	121.694	321.847	317.495
14998	1077	1152	1676	1320	1547	1793
14999	7.138	12.971	2.354	21.948	32.759	34.652
15000	15	7	14	11	18	15
15001	0	7	11	3	3	6
15002	222.469	180.343	317.7	336.181	451.158	394.661
15003	5.882	1.182	4.157	4.814	2.076	1.022
15004	0	0	0	0	1	0
15005	0	0	1	0	0	0
15006	307	200	322.999	522	1083	682.999
15007	99	263.889	262.004	152	227.022	137.997
15008	27	49	70	82.011	56.003	62
15009	280	128	287	333	353	499
15010	189	172	267.001	213	278.999	247
15011	3.533	2.101	9.056	3	11.905	8.581
15012	2494	1830	3457	2489	3828	3738
15013	27	54	47	71	125	59
15014	2439.972	1845	2946.545	2373.026	3516.299	3802.193
15015	13	16	26	25	24	41
15016	431	292	901	552	1017.999	565
15017	1769.677	2008.714	2668.895	1860.983	2546.992	2791.883
15018	617.256	414.824	724.644	606.242	975.922	910.855
15019	0	0	0	0	0	0
15020	282.89	325.397	444.312	350.99	477.119	464.756
15021	124	103.033	257	122	174	97.778
15022	1	1	6	2.003	6.981	2.117
15023	1	0	2.002	2	1	1.001
15024	0	0	4	0	0	0
15025	99.025	121.306	169.093	88.077	194.007	127
15026	0	0	2	0	1	1
15027	1	3	10	0	1	2
15028	7	5	5	8	16	9
15029	552	400	815	270	459.001	408.001
15030	20.956	27.766	27.964	42.866	31.982	22.634
15031	1	1	1	0	3	3
15032	3.046	0	2.328	7.029	2.238	3.006
15033	2	0	0	1	0	1
15034	263	227	370	252	413	303
15035	0	0	1	1	0	0
15036	75	71	94	53	45	74
15037	4	6	23	15	29	14
15038	402.763	398.036	718.233	478.37	668.63	749.342
15039	0	1	0	0	1	0
15040	12	11	18	31	19	14
15041	0	0	0	0	0	0
15042	103.138	98.782	139.59	79.428	79.245	71.29
15043	65	88	90	61	103	83
15044	21177.583	10001.394	26247.901	11889.235	24370.755	20404.4
15045	0	0	2	0	0	2
15046	1227	1063.001	1740.998	1441.001	1739.001	2255
15047	0	0	0	0	0	0
15048	40.942	123.897	56.917	134	67	85.784
15049	512.361	527.046	736.036	536.851	711.456	803.392
15050	0	0	0	0	0	0
15051	475	581	723	483	772	763
15052	326.358	358.451	568.685	375.023	536.942	555.468
15053	824	405	820	716	1224	1156
15054	36	33	55	34	112	66
15055	0	0	0	0	0	0
15056	390	734	1091	611	881	947
15057	1504	2314.355	3107.599	2589	2316.24	2491.166
15058	8	4	43	5	9	5
15059	508	780	773	834	914	994
15060	242.001	258.001	376	235.001	329	380.02
15061	565	404	827	448	864	729
15062	7	11	27	19.001	13	12
15063	116.807	132.516	194.611	134.166	197.917	227.938
15064	0	0	1	0	3	0
15065	3	9	20	16	22.001	18
15066	0	0	1	1	0	1
15067	1.25	9	7	4	3	3
15068	0	0	0	0	0	0
15069	131.281	126.903	201.666	132.34	159.626	191.443
15070	0	0	0	0	0	0
15071	0	0	1	1	1	2.011
15072	1363.048	1782.759	1260.601	2220.344	868.6	4172.148
15073	4	4	5	1	4	4
15074	2078	1738.001	2725	2011.999	3429	2920.997
15075	409.999	212	417.393	283	611.123	417.212
15076	0	0	0	0	0	0
15077	1901	1502	2025.001	1843	2559	3642.999
15078	3	0	0	8	1	6
15079	612.501	873.065	1011.297	927.754	839.899	1156.941
15080	729.001	340.623	671	642.012	908.213	1160.002
15081	2	0	2	3	2	6
15082	1	0	0	0	1	1
15083	2	11	2	6	5	13
15084	531	429.999	723	477	726	826
15085	1	5	2	0	11.134	6
15086	1846.637	1531.348	3061.776	1510.507	2487.171	2140.265
15087	308.999	330	520	349	620	567
15088	1	0	1	2	3	10
15089	0	0	1	0	0	0
15090	2150	2377.999	2810	2172.999	3125.002	3025.999
15091	1	1	5	0	0	0
15092	3	6	5	6	7	8
15093	580	580	811	663	847	888
15094	55	18	24	86	133.001	73
15095	27	28	32	34	45	48
15096	109.001	196.634	176.067	119.001	209.729	174.112
15097	789	1020.999	1395	927.001	1366	1240
15098	296	319	664	438	502	523
15099	1867	2859	3082	2546.001	2533.301	3382.002
15100	8	8	10.004	11	9.012	12.001
15101	799.283	527.157	1015.961	558.342	960.129	1073.161
15102	2062.478	1189.559	3068.461	1675.371	2969.403	2368.635
15103	0	0	2	2	0	1
15104	97	81	154	118	136	145
15105	1099.96	1021.218	1601.717	984.252	1665.472	1333
15106	3257.281	1811	3766	2387.001	5144.09	3628.992
15107	0	2	0	0	1	0
15108	4.001	3.975	11.077	7	27.171	24.047
15109	507.415	283.196	326.158	338.064	558.175	661.547
15110	3445.001	3613.999	3640	3841	2976	7588
15111	1610	635	1207	1288	2394	2100
15112	2	6	8	6	4	5
15113	9.952	6	15	11	8	15
15114	6	3	8	11	18	21
15115	0	0	0	0	0	0
15116	177.286	144.907	184.43	157.473	286.469	273.819
15117	12.019	19.694	42	23	60.083	59.909
15118	7.029	9.041	16.046	9.014	12.044	7.034
15119	0	0	0	0	0	0
15120	64.172	41.07	57.102	70.067	106.648	100.193
15121	1	0	1.003	0	5	3
15122	225.224	167.125	367.009	287.001	534.001	402
15123	0	0	0	0	0	0
15124	0	0	0	0	0	0
15125	21	18	38	21	24	21
15126	464	366.999	590	407.999	659	534
15127	0	0	0	0	0	0
15128	166	277	328	281	360	330
15129	0	0	0	0	0	0
15130	1631	1289.999	1740.999	1264	2279.978	2131
15131	0	0	0	0	3.06	0
15132	1016.001	1502	1724.999	1195	1451.999	1792
15133	230.723	221.786	289.213	233.368	304.993	282.855
15134	2	0	0	0	1	0
15135	770	600	877	758	996	1276
15136	7	6	9	7	7	3
15137	0	0	0	0	0	0
15138	15.066	10.889	20.872	16.314	17.1	25.361
15139	507	446	398	581	348	1317
15140	226	339	374	359	476	341
15141	0	0	0	0	0	0
15142	911.999	482.999	968.001	743	1268.001	1178.999
15143	0	1	1.157	0	1	0
15144	1	1	2	3	2	11
15145	130.608	50.53	136.313	69.546	136.105	108.214
15146	828	637	913.999	879.999	1336.999	1305
15147	1264.001	1057	1652.999	1131	1999.001	1718.999
15148	1481	605	1192	1302	2476	1931
15149	0	1	2	0	0	2
15150	1	1	1	0	3	0
15151	0	0	0	0	0	0
15152	1	0	0	0	0	1
15153	0	0	0	0	0	0
15154	0	0	0	0	0	0
15155	270	247	430	289	430	464.999
15156	0	0	0	0	0	0
15157	849.233	461.005	781.07	728.657	1400.165	1162.747
15158	187	199	184	297	131	643
15159	0	0	0	0	0	0
15160	950.086	522.062	776	974.261	500.589	2308.021
15161	2503.999	3641	3967.001	3192.001	3038.001	4190.999
15162	1370	1355.999	1920.999	1752.999	2314.999	2162.999
15163	48	46	54	19	23	50
15164	2.621	2.05	0	2.416	3.312	3.634
15165	137	178	182	182	123.217	197.006
15166	1037.999	966.043	1460.999	1178.187	1579.043	2036.148
15167	1	0	2	1	5	4
15168	2733.837	2509.246	3579.852	3213.766	4121.786	4744.571
15169	862	685	1128	880	1472	1445
15170	0	0	0	0	0	0
15171	3	5	9	12	13	9
15172	49.001	45	70	87	59	92
15173	135.397	73.569	160.931	107.114	169.194	216.668
15174	2	0	4	2	0	5
15175	45	41	97	49	62	54.001
15176	38	58	70	70	82	90
15177	28	58	49	73	131	64
15178	0	2	3.01	6.034	4.675	7.004
15179	988	294	746	738	1514	1933
15180	7.065	6	7	7.358	7	6.431
15181	153.971	165.418	219.348	190.68	302.968	253.392
15182	1324.092	884.668	1654.219	991.528	2040.79	1408.376
15183	0	0	0	0	0	0
15184	71.961	50.572	34.491	88.39	7.156	188.805
15185	7.26	2.234	7.415	3.2	2.068	2.121
15186	1	2	3	1	0	0
15187	246.981	154.744	302.62	227.838	359.5	380.234
15188	0	0	0	1.032	0	0
15189	0	0	0	0	0	0
15190	53	22	35	29	58	44
15191	535	377.001	525	443	999.001	951
15192	53	28	113.819	84.843	88.476	56.873
15193	30	15	24	29	50	35
15194	532	677	787	568	814	881
15195	8.001	4	8.001	6	23	11.003
15196	0	0	0	7.388	0	3.013
15197	989.209	1395.96	1568.015	1253.567	1204.232	1556.724
15198	361.001	267	527	267	473	365.001
15199	0	0	0	0	0	0
15200	0	0	16.126	0	0	0
15201	320	336	373	502	461	777
15202	0	0	0	0	0	3
15203	0	0	0	0	0	0
15204	2.207	0	2.05	1.018	0	3.577
15205	0	0	1	1	2	1
15206	23	22	27	9	24	13
15207	0	0	0	0	0	0
15208	7.781	4.884	10.029	2.074	14.291	11.558
15209	59	25	9	8	43	6
15210	37	17	36	37	33	61
15211	0	0	0	0	0	0
15212	1	0	1	2	1	0
15213	40	36	22	41	11	165
15214	5	2	2	7	14	5
15215	46	50	55	57	123	61
15216	37	27	19	12	15	41
15217	307.999	256	431.001	219	221	309.001
15218	1895.821	1177.223	2181.19	1275.103	2390.739	2102.469
15219	10	3	15	13	23	20
15220	15.88	25.678	201.555	37.624	37.226	49.1
15221	1	4	4	7	3	3
15222	54	97	142	118	123	112
15223	0	0	0	0	1	0
15224	418.01	430.721	603.96	452.253	525.55	852.328
15225	2	3.987	0	0	0	1.001
15226	183	254	268	248	289	346
15227	99.001	56	124.195	144.999	124	297.001
15228	24	13	49	20	25	18
15229	9692.365	3576.026	10546.085	6427.327	14259.528	11099.313
15230	1756.494	1541.764	2650.815	1357.568	2174.863	1571.603
15231	0	0	0	0	0	0
15232	1393.158	1234.123	2250.047	1263.168	2040.818	2485.017
15233	541.709	270	606	456.443	916.791	833.92
15234	32.996	18	26.131	26	22.56	34.727
15235	730.73	1030.142	1272.415	920.245	1059.249	1243.892
15236	648	866.122	942.204	789.476	970.05	1109.902
15237	0	0	1	0	0	0
15238	473.386	729.727	812.925	753.995	652.395	712.616
15239	0	0	0	0	0	0
15240	173	114	202	120	225	207
15241	1	3	4.849	8	5.352	2.175
15242	72	53	126	119	178	158
15243	1	1	1	4	1	0
15244	4	4	0	3	7	5
15245	3778	3496	7313	4574	8543	6121
15246	99.798	87.592	123.851	97.535	164.099	180.257
15247	7	8	12	10	31	14
15248	0	5.21	5.746	3.167	0	2.258
15249	823.983	571.599	1116.018	870.178	1229.173	1400.377
15250	273.83	355.648	470.78	351.784	393.066	323.207
15251	175.189	135.877	215.315	125.43	243.908	150.207
15252	2652.952	3653	4166.893	2824	3719.998	3683
15253	0	0	0	0	0	0
15254	2620	1890	3895	2881	4120	3790
15255	0	3	10	8.633	13	12.014
15256	1949	1023	2630	1473	2875	2115.211
15257	0	0	0	0	0	0
15258	5	9	6	5	5	13
15259	0	0	1	0	0	0
15260	1492	2324	2657.989	2116.001	1778	2831
15261	0	1	0	0	0	0
15262	281.001	231	468	237	415.001	354
15263	91	150	150	97	121	116
15264	10	18	37	23	26	8
15265	1038.001	1095	1397.001	1353	1106.999	2308.001
15266	1	1	0	0	1	0
15267	1713.005	1888	2403	2023	2380	2815.105
15268	0	1	4	0	1	0
15269	474	248	455	426	634	877
15270	324	350.001	237.001	604	138	1269
15271	4	1	1	1	5	0
15272	382	201	406.999	358	469	537.999
15273	0	0	0	0	0	0
15274	0	0	0	0	0	0
15275	872.024	771.002	1248.005	820.002	1202.028	1266.01
15276	1552.973	996.992	1772	1231.994	2562	1609
15277	52	32.591	47.593	59.007	52.524	129.094
15278	81	103	112	71	104	115
15279	109	114	157	110	208.999	157
15280	0	0	0	0	0	0
15281	0	0	0	0	0	1.005
15282	7	5	9	23	12	57
15283	105.725	65.25	26.068	247.85	45.823	573.238
15284	394.861	182.686	386.837	467.891	1044.305	628.321
15285	5.49	11.257	24.035	6.243	2.077	14.515
15286	318.007	195.004	414.053	352.004	1019.159	795.309
15287	9	11	14	9	19.001	22
15288	2	2	4	2	2	5
15289	31.002	27.319	36.757	47.29	24.608	90.033
15290	1582	1399	2293	1935	2656	2679
15291	1005.978	642.472	1191.83	850.036	1504.481	1566.336
15292	45	63	42	50	44	107
15293	441.345	452.46	498.436	447.436	417.384	974.175
15294	174.297	166.715	380.195	211.27	147.106	416.036
15295	7	4.864	3	22	1	44.898
15296	66.533	24	75.007	60.01	97.005	97.737
15297	13	5	21	14	33	13
15298	388.164	417.831	730.786	503.331	693.833	785.332
15299	6	1	0	5	3	4
15300	40	30	22	87	11	225
15301	2.037	3.173	10.927	4.306	7.627	0
15302	0	0	0	0	0	0
15303	0	0	0	0	0	0
15304	193	371	341	376	635	355
15305	736	664	767.999	1004	837	1552.999
15306	4	3	13	17	13	13
15307	250.999	216.001	312.999	182	345	260
15308	3793	1491	3919	2925	5556	4990
15309	624.538	359.07	709.953	503.626	913.815	862.983
15310	121.006	122.001	154.014	91.056	162.677	127.001
15311	171	152	219	167	216	252
15312	230	300	480	275	410	445
15313	492.612	756.897	1015.267	998.906	1055.219	1056.897
15314	660.169	499.628	947.132	656.875	1203.251	637.408
15315	373	378	689	364	650	582
15316	6	1	15	6	6	3
15317	3184.191	2914.809	6937.559	2364.157	4007.261	2847.482
15318	129	169	173	174	137	278
15319	74	73	110	94	160	126
15320	0	0	0	0	1	0
15321	0	0	1	0	0	0
15322	110	95.065	138.029	126.023	202	207
15323	1089.501	475.83	949.789	1060.651	1887.537	1255.27
15324	0	0	0	2	0	1
15325	0	0	0	0	0	0
15326	0	0	1.967	3.436	2.643	1.171
15327	0	0	0	1	0	0
15328	2250.943	3043.784	3638.766	2945.923	4232.479	4017.98
15329	183.001	168	240	217	299	277.001
15330	396	259	482	382	742	616.999
15331	272	184	288	209	306	412
15332	7920.581	6927.035	8082.22	7366.566	9911.994	11990.104
15333	880.079	670.73	907.458	968.177	1178.805	1546.368
15334	4236.195	3623.001	6250.164	3418.443	6436.789	5230.791
15335	0	0	0	0	0	0
15336	114.58	161.314	211.689	152.72	153.901	177.969
15337	643	272	585	649	1497	1124
15338	117.987	97.956	188.973	94.862	134.717	121.078
15339	53.254	43.203	69.465	55.46	109.915	85.666
15340	65	33	72	32	98	56
15341	54	43	112	103	113	100
15342	1055	491.002	966	839	1829	1516.002
15343	0	0	0	0	0	0
15344	7077	4167	6710	4362	8787	7122
15345	2.201	3	2.632	1.847	6.322	0
15346	13	53	30.07	47	53	52.006
15347	1222	1319.001	1893	1253	1877	1440
15348	157	177	287	154	200	244
15349	11	4	10	13	10	10
15350	0	1	1	0	0	1
15351	237	209	327	252	422.001	415.999
15352	7.774	15.012	11.728	15.955	13.912	20.586
15353	260334.001	86676	125039.001	258911.999	14300.999	1175388
15354	3	4.17	6.08	2	6.361	2.032
15355	0	1.087	1.054	0	1.087	2.031
15356	83.057	58	47.072	72	75	184.962
15357	2.999	0	10.977	1	12	8.234
15358	552.164	256.349	518.091	459.83	733.923	1027.769
15359	44	56	108	53	117	65
15360	0	0	1	1	1	1
15361	4	5	3	7	3	11
15362	19	12	24	19	27	17
15363	0	0	0	0	0	0
15364	22	15	11	16	11	51
15365	7	0	3	9	3	9
15366	0	0	2.053	0	0	0
15367	0	0	0	0	0	1.5
15368	21	11	5	11	7	50
15369	1	0	0	1	2	11
15370	0	0	0	0	0	0
15371	538.997	333.752	565.234	471.026	777.29	886.2
15372	7.785	8.565	3	7.413	3	8
15373	1239	800	1464.999	988.001	1607	1727
15374	3.109	3.207	1	2.175	5	1
15375	5	4	4	9	6	12
15376	0	0	0	1	0	0
15377	0	1.331	1.645	0	0	1.46
15378	339	583	528	472.001	526	621
15379	5949	6465.988	9161.981	5532.968	8054.582	6938.876
15380	319	158	368	298	473.001	528
15381	4842	4686.001	7723	4808	7688	7207
15382	144.845	164.179	192.969	137.508	196.252	179.048
15383	3	2	6	4	14	6
15384	0	1	0	0	0	0
15385	0	1.316	0	0	1.274	0
15386	0	0	0	0	0	0
15387	2	0	1	0	2.017	1.003
15388	0	0	0	0	0	0
15389	0	0	0	0	0	0
15390	791	842	1409	720	1167	834
15391	299	322.999	491	411	441	475
15392	24	28	43	33	20	52
15393	202	193	419	405	455	441
15394	70	76	139	47	86	61
15395	0	0	0	1	0	2
15396	42.048	23.452	104.613	63	81	74.603
15397	0	0	0	0	0	0
15398	21	42	43	35	41	35
15399	162	181	253	328	467	352
15400	0	0	0	0	0	0
15401	0	0	0	0	0	0
15402	0	0	0	0	0	0
15403	184	236	235	223	245	236
15404	1	1	4	3	2	2
15405	4445.384	2860.233	4810.077	2909.013	5580.871	5360.086
15406	16	12	21	26	23	30
15407	15	9	17.973	32	2	31
15408	0	61.161	61.688	62.495	49.785	0
15409	62	76	50.001	118	46	121
15410	1685.001	1944.001	2747	2004.001	2537.001	2621
15411	51.321	48.019	65.233	82.153	63.7	60.158
15412	138.028	81.112	122.377	114.448	481.549	265.564
15413	714.928	237.217	626.939	569.293	1035.294	1163.522
15414	123380	61586.931	153685.001	64378	133358.001	97825.919
15415	12	13	10	10	4	32
15416	8682	12917.856	16097.833	10953.437	14205.902	13686
15417	88.766	80.545	123.992	100.176	134.627	103.272
15418	21	7	12	18	18	36
15419	5	8	17	13	13	22
15420	1409.639	1429.565	2031.438	1442.472	2190.206	2322.857
15421	1224.168	346.859	1244.401	766.189	1471.226	1366.642
15422	3206	1723.001	2974.999	2762	4978	5038.053
15423	3	1	0	8	21	8
15424	220	302	328	250	308	342
15425	1.577	0	7.822	7.505	2.057	5.16
15426	0	0	0	0	0	0
15427	23360.294	20806.349	39153.877	25457.331	39166.531	26603.107
15428	2426.373	1105.378	2570.596	1873.762	3787.493	2949.654
15429	1018	978	1287	988	1514	1490
15430	7	6	10	15	10	62
15431	0	3	0	2	1	1
15432	1053	1268	1748	1116	1496	1428.001
15433	286	288	537.999	385	725	584
15434	11	6	8	53.013	10.003	37.018
15435	10	4	9	22	37	37
15436	2	3	3	2	2	4
15437	10	3	7	4	15	5
15438	692.017	581.238	651.597	774.152	441.477	2102.753
15439	1611.001	1973.43	2762.001	2194.147	2773.997	2701.228
15440	1844.727	1298.451	3004.01	1786.686	2834.869	2649.42
15441	0	0	0	6	0	4
15442	39.406	34.994	49.17	37.306	65.282	52
15443	706	333	988	439	1265	768
15444	2	1	0	4	4	6
15445	733	556.001	993.999	692.999	1335	858.001
15446	118	97	103	98	141	173
15447	0	0	0	0	0	0
15448	9	6	35	19	20	24
15449	813	820	1299	958.999	1395.006	1458.001
15450	341	143	433	536	705	840
15451	0	1	0	0	0	1
15452	12.008	10	18.013	17.26	8	14
15453	3	2	5	2	1	4
15454	0	0	0	1	0	0
15455	394.223	564.835	686.032	571.999	668.428	694.897
15456	324	242	450	598	734	478
15457	25.467	26.489	29.704	23.61	27.46	19.785
15458	1	0	2	2	0	4
15459	0	2	0	1	3	1
15460	0	0	0	1.349	2.001	0
15461	0	0	0	0	0	0
15462	0	2	0	0	0	0
15463	2289	19285	4475	11774	7502	5071
15464	0	0	0	0	1.001	0
15465	232	256	327	372.001	303	532
15466	11	7	14	30	65	62
15467	101	75	100.999	103	125	210
15468	21	18	27	24	25	23
15469	5	3	4	9	22.048	14.037
15470	0	0	0	0	0	0
15471	519	438	580	521	721.001	783.001
15472	3083	1027	1413	5018	435	13911
15473	177.953	159.999	235.96	224	316	333.936
15474	969.417	395.451	1016.889	727.481	1482.119	1318.137
15475	251.889	152.999	308.001	211	469	337
15476	11633.987	8919.856	15524.385	7807.978	13257.014	11257.52
15477	2010.999	2824.999	3521	2472	3061	3001
15478	0	0	1	1	1	0
15479	186.999	195.01	336.976	162	325.086	198
15480	682	562.999	865	703	1071	1033
15481	52	38	61.001	41	93	82
15482	818.001	1053.001	1158	917	1202.001	1183
15483	2635	2742	4635	3554	5206	5220
15484	83.335	54.963	75.251	90.766	167.521	124.001
15485	9	1.076	10	13.919	1	60.821
15486	7	16	13	12	23	15
15487	1575	1000	1207	1792.001	804	4530.999
15488	129	65	133	121	184	195
15489	0	2.662	0	9.385	0	6.881
15490	0	0	0	2	0	2
15491	118	163	177.582	191	191	188
15492	0	0	1.02	0	0	2
15493	1952.866	2750	3226.855	2686.999	3189.845	2952.031
15494	1.107	4.793	5.45	0	6.424	1.09
15495	0	0	0	0	1	1
15496	11.618	4.038	7.229	1.038	18.358	10.599
15497	0	2	0	0	0	0
15498	402	388	699.001	315	547.001	395
15499	94	152	166	196	142	238
15500	9.592	26.933	23	15.806	25	12.17
15501	0	0	0	0	0	0
15502	2936	3560.994	4142.002	2784.999	4371.019	3782.99
15503	4.39	0	0	0	3.956	1.767
15504	2	1	2	1	2	1
15505	1	0	2	0	1	0
15506	185.69	196.737	279.421	173.162	254.474	283.703
15507	0	0	0	0	0	0
15508	2242.574	3770.002	4029.889	3088.983	3360.214	3767.572
15509	1991.001	2210	2864.001	2591	2848.999	4421.999
15510	97.006	80	157.05	114.051	144.192	142.001
15511	2	2	0	0	4	3
15512	105	74	97	167	99	405
15513	1	1	0	0	1	2
15514	0	0	0	0	0	0
15515	134	89	165.999	156.999	244.999	204.999
15516	0	0	0	0	0	0
15517	0	0	1	0	0	0
15518	116.475	94.722	191.691	115.305	177.534	211.569
15519	2638	2649.001	2863.999	4965	6485.001	6816
15520	283.338	406.25	475.157	369.221	451.331	481.584
15521	107	99	180.987	111.972	170.002	181.002
15522	5.03	5	3	9	8	6
15523	1232	978	1576	1118	1637.999	1874
15524	0	0	0	1	0	0
15525	0	1.061	4.352	0	1.097	0
15526	0	0	0	1	0	0
15527	1951.998	2059	3096.009	2301	2981.513	2990.999
15528	4	1	5	0	7	3
15529	1	0	6.085	1	0	1.007
15530	67	69	89.999	80	89	98
15531	0	0	0	0	0	0
15532	178	92	176	139	247	254
15533	10	10	7.268	25.615	10.365	60.523
15534	85	30	108	126.984	107	182
15535	324.338	263.365	363.786	242.702	401.707	407.121
15536	71.928	72	154.016	59.901	111.528	65.864
15537	1	1	0	0	2	3
15538	0	0	0	0	0	1
15539	62.558	63.996	94.633	72.741	98.086	92.128
15540	0	0	0	1	0	0
15541	129.54	128.766	193.012	140.342	184.553	271.057
15542	18.043	14.247	24.997	81.816	18.464	76.621
15543	1	1	0	6	2	17
15544	13.002	22	10	15.645	26.014	24.007
15545	2149.123	1033.002	2469.021	1749	3181	3193.001
15546	569	888	1281	1510	1243	897
15547	18.704	38.226	40.861	32.619	34.203	27.477
15548	192	212	261	158	189.001	230
15549	60	145	329	125	114	96
15550	2	0	2.12	3.014	1.03	5
15551	2704.029	3313	4081.998	2887.006	4421.996	4014.983
15552	9	3	2	1	4	2
15553	627.261	639.547	884.4	588.659	752.763	887.145
15554	0	0	0	0	0	0
15555	630.634	522.34	1247.333	998.063	1202.743	1074.433
15556	874	1044	1419	1176	1447.001	1544.003
15557	129.968	91.637	158.722	164.189	166.266	219.571
15558	8.838	8	16.915	8	6	17.103
15559	684	760	1041	821.999	862.001	1229.932
15560	114.336	88.241	76.413	184.476	338.537	206.744
15561	201.482	185.579	370.957	252.524	302.613	286.567
15562	5	8	15.162	15.79	17.892	0
15563	639.154	510.139	701	674	790.008	1464
15564	0	3	2	4	0	4
15565	1	0	0	1.788	1	0
15566	16.289	17.163	5.945	12	3	26
15567	539	564	798.563	560	869.001	861
15568	32	39	22	64	29	92
15569	0	0	0	0	0	0
15570	24.228	18.002	59.888	48.992	71.145	60.991
15571	0	0	0	0	0	0
15572	10727.703	14629.072	15357.079	12054.083	14819.324	13062.884
15573	0	0	0	0	1	0
15574	457	426	448	550	383	1225.999
15575	320	475	593	447	450	490.339
15576	668.154	582.953	945.286	621.773	980.659	937.291
15577	1758	2033	2987	1770	3040	2234
15578	0	3	8	2	2	2
15579	1093	1040	1729	1315.999	1574.001	1583.999
15580	485	463	720	610	752	761
15581	209.001	132	262	421	437	226
15582	0	0	0	0	0	0
15583	258	322.14	389.992	305.99	317.999	371.039
15584	5238.197	4414.565	5579.064	5349.183	6920.993	9287.822
15585	3.006	6.978	4.072	1.042	1.004	0
15586	388.307	405.001	685	395.552	536.206	605
15587	287.999	281	505	268	397	354
15588	572.336	239.965	565.692	391.425	757.881	911.724
15589	28	47	36	47	37	37
15590	8	3	0	2	10	2
15591	15.885	6.677	12.921	7.316	6.289	23.963
15592	0	3.029	13.089	3.016	9.331	13.853
15593	0	1	0	0	0	0
15594	3	2	5	1	3	2
15595	16.6	9.358	17.639	8.456	16.851	9.735
15596	893	1052	1255	1139	1443	1605
15597	0	1	0	0	1	4
15598	353.195	331.951	526.722	396.459	596.67	598.844
15599	146	126	233	152	162	187
15600	0	0	1.095	0	0	0
15601	1912.588	1079.11	1966.127	1541.799	2700.713	2609.802
15602	0	0	0	0	0	0
15603	46	56	66	38	76	74
15604	0	5.412	4.454	6.144	8.347	9.021
15605	0	0	0	0	0	0
15606	1208	507	1047	614	1324	1035
15607	159.664	172.641	200.198	187.311	227.588	246.116
15608	339	448	475.999	512	635	606
